Age,City/PIN,IncomeBracket,HouseholdSize,OrderFreq,TypicalSpend,PrimaryMotivation,DietPattern,Allergies,NutritionImportance,BasketCombineInterest,HotSyncValue,PreferredDeliveryTier,ExtraFeeExpress,EcoSaverLikelihood_GreenCoins,LowCarbonPackagingImportance,ReturnPouch,BundleDealInterest,PreferredIncentives,AccessibilityFeatures,PainPoints,AdoptionLikelihood_30d
29,Lucknow,<25k,3,1-2/wk,444,Time constraints,Vegetarian,None,5,5,3,Depends,0,2,5,No,3,"Surprise free items,Streak cashback,Targeted discounts",Voice-first ordering,"Sustainability concerns,Cold food",5
42,Jaipur,>100k,2,3-5/wk,189,Convenience,Calorie-controlled,None,4,2,5,Depends,0,2,2,No,5,"Surprise free items,Streak cashback,Carbon-offset badges","Courier empathy rating,Voice-first ordering","Confusing UI,Limited healthy options",4
21,Lucknow,50-75k,1,<1/mo,139,Variety,Gluten-free,"Gluten,Soy",3,1,5,Express Fresh,53,5,1,Yes,4,Targeted discounts,Courier empathy rating,Sustainability concerns,3
32,Pune,25-50k,4,>5/wk,84,Convenience,Vegetarian,None,3,1,4,Express Fresh,34,2,2,Yes,3,Carbon-offset badges,Color-blind palette,"Late deliveries,High fees,Sustainability concerns",1
19,Pune,<25k,2,1-2/wk,202,Time constraints,Other,None,5,4,5,Express Fresh,52,3,2,Yes,2,"Targeted discounts,Carbon-offset badges,Streak cashback",None,"Sustainability concerns,Late deliveries,Cold food",5
44,Delhi,50-75k,2,1-2/wk,214,Convenience,None,None,4,5,5,Eco-Saver,0,4,5,No,3,Streak cashback,None,Confusing UI,5
36,Bengaluru,75-100k,4,3-5/wk,248,Convenience,None,None,2,2,4,Express Fresh,118,3,4,Yes,3,"Streak cashback,Surprise free items,Targeted discounts",None,"High fees,Confusing UI",2
38,Ahmedabad,<25k,3,1-2/wk,205,Health meals,None,None,2,3,4,Express Fresh,34,3,3,Yes,2,"Carbon-offset badges,Streak cashback","Larger text/UI,Courier empathy rating","Sustainability concerns,Cold food,Confusing UI",2
27,Chennai,50-75k,2,3-5/wk,96,Variety,None,Soy,2,5,3,Eco-Saver,0,4,4,Yes,3,"Carbon-offset badges,Targeted discounts",None,Sustainability concerns,4
29,Jaipur,<25k,2,1-3/mo,131,Convenience,Calorie-controlled,Shellfish,4,4,5,Depends,0,5,4,No,2,"Streak cashback,Carbon-offset badges","Courier empathy rating,Larger text/UI","Late deliveries,Cold food,Confusing UI",4
31,Lucknow,25-50k,1,<1/mo,120,Health meals,None,Gluten,2,3,5,Eco-Saver,0,2,5,Yes,4,"Targeted discounts,Surprise free items,Carbon-offset badges",Larger text/UI,None,5
18,Hyderabad,25-50k,5,1-3/mo,130,Convenience,None,None,3,3,1,Eco-Saver,0,4,3,Yes,3,"Surprise free items,Streak cashback,Targeted discounts","Courier empathy rating,Voice-first ordering",None,2
26,Mumbai,<25k,3,1-2/wk,70,Other,High-protein,None,5,2,5,Depends,0,4,4,Yes,3,"Surprise free items,Carbon-offset badges,Streak cashback",None,"Confusing UI,High fees,Limited healthy options",3
19,Lucknow,75-100k,5,1-3/mo,200,Convenience,Gluten-free,"Shellfish,Soy",2,4,5,Depends,0,3,3,Yes,5,"Targeted discounts,Streak cashback,Surprise free items",None,Limited healthy options,2
25,Ahmedabad,50-75k,1,1-3/mo,124,Time constraints,Vegan,None,3,4,5,Express Fresh,62,3,4,Yes,4,"Streak cashback,Surprise free items",None,None,5
23,Lucknow,50-75k,8,1-2/wk,195,Health meals,Calorie-controlled,None,4,4,3,Express Fresh,123,4,4,No,3,Surprise free items,Voice-first ordering,"Sustainability concerns,Cold food",5
21,Hyderabad,25-50k,3,1-3/mo,330,Convenience,Vegetarian,None,5,4,3,Express Fresh,41,4,4,Yes,3,Surprise free items,None,"Late deliveries,Cold food",4
31,Ahmedabad,<25k,1,1-2/wk,192,Variety,Calorie-controlled,Gluten,4,2,3,Depends,0,4,4,Yes,4,Targeted discounts,"Larger text/UI,Courier empathy rating","Sustainability concerns,Cold food,Limited healthy options",4
27,Pune,25-50k,5,1-3/mo,124,Health meals,Calorie-controlled,None,3,3,3,Depends,0,3,5,Yes,2,None of these,Courier empathy rating,"Confusing UI,Cold food,Limited healthy options",2
46,Hyderabad,25-50k,4,1-2/wk,137,Other,None,Soy,3,4,4,Eco-Saver,0,2,4,Yes,5,"Streak cashback,Carbon-offset badges,Targeted discounts",None,None,4
43,Lucknow,>100k,3,3-5/wk,321,Convenience,None,None,4,2,5,Express Fresh,163,2,3,Yes,4,"Streak cashback,Carbon-offset badges",Color-blind palette,None,4
32,Chennai,50-75k,4,1-3/mo,178,Convenience,None,"Dairy,Shellfish",4,4,2,Depends,0,2,4,Yes,4,"Surprise free items,Streak cashback,Targeted discounts","Color-blind palette,Voice-first ordering","Limited healthy options,Cold food,Confusing UI",4
33,Kolkata,<25k,1,1-2/wk,90,Health meals,Calorie-controlled,"Soy,Shellfish",5,4,4,Eco-Saver,0,3,3,Yes,1,None of these,"Courier empathy rating,Color-blind palette",Limited healthy options,5
33,Bengaluru,75-100k,4,1-3/mo,436,Other,None,None,2,4,4,Express Fresh,63,3,3,No,4,"Carbon-offset badges,Surprise free items,Streak cashback",None,Limited healthy options,3
28,Delhi,25-50k,2,>5/wk,181,Health meals,Gluten-free,"Dairy,Peanuts",2,3,3,Express Fresh,88,2,5,Yes,3,Targeted discounts,None,Cold food,2
32,Hyderabad,25-50k,2,1-2/wk,160,Other,Vegetarian,None,4,4,3,Express Fresh,100,2,2,Yes,3,"Surprise free items,Targeted discounts,Streak cashback",None,"Cold food,Confusing UI,High fees",3
38,Jaipur,25-50k,1,1-3/mo,78,Other,Keto,None,5,1,3,Depends,0,2,3,Yes,3,Streak cashback,Courier empathy rating,Confusing UI,2
39,Kolkata,50-75k,1,1-3/mo,230,Health meals,High-protein,None,3,5,3,Express Fresh,60,4,3,Yes,5,None of these,Courier empathy rating,"Confusing UI,Sustainability concerns",3
19,Kolkata,25-50k,3,1-3/mo,77,Other,Calorie-controlled,"Peanuts,Shellfish",5,5,3,Express Fresh,76,2,4,Yes,5,"Surprise free items,Carbon-offset badges",Color-blind palette,"Confusing UI,Late deliveries,Limited healthy options",4
30,Mumbai,>100k,1,1-2/wk,259,Variety,Vegetarian,"Shellfish,Dairy",3,3,3,Eco-Saver,0,3,3,Yes,3,Carbon-offset badges,Voice-first ordering,Sustainability concerns,1
26,Hyderabad,75-100k,1,1-2/wk,201,Convenience,Vegan,Dairy,2,4,3,Express Fresh,121,3,5,Yes,1,"Surprise free items,Targeted discounts",Courier empathy rating,None,4
37,Kolkata,75-100k,3,1-2/wk,254,Convenience,Keto,Gluten,4,5,3,Express Fresh,139,1,4,Yes,3,"Surprise free items,Targeted discounts,Streak cashback",None,"Late deliveries,Cold food",5
25,Pune,<25k,2,1-3/mo,93,Other,Other,Dairy,3,2,4,Depends,0,5,4,Yes,3,"Surprise free items,Carbon-offset badges,Streak cashback",Larger text/UI,"Confusing UI,Cold food",4
26,Pune,25-50k,1,3-5/wk,152,Health meals,None,None,2,3,3,Express Fresh,77,4,3,Yes,2,Streak cashback,Larger text/UI,"Late deliveries,Confusing UI,High fees",2
18,Hyderabad,>100k,2,1-2/wk,431,Convenience,None,None,2,4,4,Depends,0,2,3,Yes,2,Surprise free items,None,Confusing UI,3
42,Pune,<25k,1,1-3/mo,134,Time constraints,Keto,None,5,2,2,Depends,0,4,3,Yes,3,Streak cashback,None,"High fees,Sustainability concerns",4
31,Lucknow,75-100k,2,1-2/wk,219,Other,None,Gluten,4,3,5,Express Fresh,111,3,4,Yes,5,"Surprise free items,Carbon-offset badges,Targeted discounts",Larger text/UI,"Limited healthy options,Late deliveries",3
18,Delhi,<25k,3,3-5/wk,154,Time constraints,None,None,3,2,4,Eco-Saver,0,3,2,Yes,3,"Surprise free items,Carbon-offset badges",None,"Cold food,Sustainability concerns,Confusing UI",2
30,Ahmedabad,25-50k,2,1-2/wk,169,Time constraints,Calorie-controlled,"Dairy,Gluten",4,4,4,Express Fresh,68,3,4,Yes,2,"Streak cashback,Surprise free items",None,Limited healthy options,4
18,Kolkata,25-50k,5,1-3/mo,208,Variety,Vegan,None,1,5,3,Depends,0,4,4,Yes,3,Carbon-offset badges,Larger text/UI,Confusing UI,5
18,Pune,50-75k,5,3-5/wk,230,Time constraints,None,None,4,4,3,Eco-Saver,0,2,5,Yes,2,"Surprise free items,Carbon-offset badges,Streak cashback",None,None,5
19,Mumbai,25-50k,6,<1/mo,130,Time constraints,Vegetarian,"Soy,Shellfish",3,5,3,Express Fresh,75,4,4,Yes,3,"Targeted discounts,Surprise free items",Voice-first ordering,"Limited healthy options,Confusing UI",5
18,Bengaluru,25-50k,4,1-3/mo,266,Convenience,Vegetarian,None,3,4,2,Depends,0,4,2,No,2,"Surprise free items,Carbon-offset badges",Color-blind palette,"Limited healthy options,Sustainability concerns",3
31,Hyderabad,75-100k,2,1-3/mo,156,Convenience,Vegetarian,"Gluten,Peanuts",4,5,5,Express Fresh,96,3,3,Yes,4,Targeted discounts,None,"Sustainability concerns,Limited healthy options",3
18,Chennai,25-50k,2,1-3/mo,189,Variety,None,None,3,4,4,Express Fresh,97,4,4,Yes,5,"Surprise free items,Targeted discounts,Streak cashback","Larger text/UI,Courier empathy rating","Cold food,Limited healthy options,High fees",5
18,Ahmedabad,<25k,2,1-2/wk,120,Convenience,High-protein,None,4,4,3,Eco-Saver,0,2,5,Yes,4,"Surprise free items,Streak cashback,Carbon-offset badges",None,Confusing UI,4
18,Bengaluru,25-50k,5,3-5/wk,136,Time constraints,Vegetarian,None,3,4,3,Eco-Saver,0,4,2,Yes,3,"Streak cashback,Surprise free items,Carbon-offset badges","Color-blind palette,Courier empathy rating","Late deliveries,Sustainability concerns",3
22,Hyderabad,25-50k,2,1-3/mo,77,Health meals,Calorie-controlled,"Peanuts,Soy",4,4,3,Express Fresh,36,3,3,Yes,3,"Targeted discounts,Carbon-offset badges","Larger text/UI,Courier empathy rating","Limited healthy options,Late deliveries",3
80,Lucknow,25-50k,2,<1/mo,137,Health meals,Calorie-controlled,None,4,2,4,Eco-Saver,0,3,2,Yes,3,"Carbon-offset badges,Targeted discounts,Surprise free items","Color-blind palette,Voice-first ordering","High fees,Late deliveries",4
28,Bengaluru,75-100k,2,1-3/mo,294,Health meals,Keto,"Gluten,Shellfish",5,2,3,Express Fresh,124,3,1,Yes,3,"Targeted discounts,Streak cashback,Carbon-offset badges",None,Late deliveries,4
28,Mumbai,<25k,3,<1/mo,94,Convenience,Vegetarian,None,2,2,3,Depends,0,3,4,Yes,4,"Carbon-offset badges,Surprise free items",Color-blind palette,"Sustainability concerns,Cold food",2
29,Hyderabad,25-50k,8,>5/wk,105,Other,Keto,Soy,3,2,4,Express Fresh,33,3,2,No,1,"Targeted discounts,Surprise free items,Carbon-offset badges","Voice-first ordering,Courier empathy rating",Limited healthy options,2
21,Jaipur,25-50k,2,1-3/mo,100,Convenience,Vegetarian,None,4,2,3,Express Fresh,99,3,4,No,3,"Targeted discounts,Carbon-offset badges,Surprise free items",None,Confusing UI,3
26,Delhi,<25k,5,1-2/wk,142,Health meals,Vegan,None,3,4,4,Eco-Saver,0,4,4,Yes,5,"Carbon-offset badges,Targeted discounts","Voice-first ordering,Color-blind palette","High fees,Late deliveries,Limited healthy options",3
18,Chennai,50-75k,1,1-3/mo,329,Convenience,High-protein,Dairy,3,4,3,Eco-Saver,0,2,3,Yes,5,"Carbon-offset badges,Targeted discounts",None,"Cold food,Limited healthy options,Late deliveries",3
28,Pune,50-75k,2,<1/mo,341,Other,None,None,2,5,4,Express Fresh,146,4,4,Yes,4,"Targeted discounts,Carbon-offset badges","Color-blind palette,Larger text/UI","High fees,Cold food",4
28,Delhi,50-75k,3,<1/mo,180,Time constraints,Vegan,Soy,5,4,4,Depends,0,5,4,No,4,"Streak cashback,Surprise free items,Targeted discounts",None,None,5
55,Delhi,75-100k,2,3-5/wk,126,Health meals,Calorie-controlled,None,4,4,3,Eco-Saver,0,4,5,Yes,4,Targeted discounts,None,"Confusing UI,Sustainability concerns",5
23,Pune,<25k,4,<1/mo,143,Convenience,Calorie-controlled,None,3,3,3,Eco-Saver,0,1,5,Yes,3,"Targeted discounts,Surprise free items",None,"Sustainability concerns,Cold food,Limited healthy options",3
30,Delhi,<25k,3,1-2/wk,355,Time constraints,Calorie-controlled,Gluten,2,4,4,Eco-Saver,0,4,4,Yes,2,"Streak cashback,Surprise free items,Targeted discounts","Courier empathy rating,Color-blind palette",None,5
45,Mumbai,25-50k,1,<1/mo,152,Time constraints,Vegetarian,"Soy,Dairy",2,3,4,Eco-Saver,0,3,4,No,4,"Targeted discounts,Carbon-offset badges,Surprise free items","Voice-first ordering,Color-blind palette","Sustainability concerns,Limited healthy options",2
36,Delhi,75-100k,1,1-2/wk,196,Convenience,None,Gluten,3,3,2,Express Fresh,82,2,5,No,2,"Carbon-offset badges,Streak cashback,Targeted discounts",Larger text/UI,"High fees,Late deliveries,Cold food",4
50,Ahmedabad,<25k,2,1-2/wk,139,Variety,Vegetarian,None,1,5,4,Express Fresh,60,4,2,Yes,4,None of these,"Color-blind palette,Courier empathy rating",Late deliveries,2
41,Chennai,50-75k,3,3-5/wk,144,Variety,None,None,3,4,4,Express Fresh,111,4,3,No,4,"Surprise free items,Targeted discounts,Carbon-offset badges",Courier empathy rating,None,5
18,Mumbai,<25k,1,1-3/mo,171,Time constraints,Calorie-controlled,None,5,3,4,Express Fresh,47,4,5,No,4,"Surprise free items,Carbon-offset badges",None,"Late deliveries,Cold food,Limited healthy options",5
30,Lucknow,75-100k,2,1-2/wk,249,Variety,Vegan,"Soy,Peanuts",5,2,4,Eco-Saver,0,4,4,Yes,3,"Streak cashback,Carbon-offset badges,Targeted discounts",Voice-first ordering,"High fees,Sustainability concerns,Cold food",5
21,Delhi,<25k,1,1-2/wk,396,Other,Vegetarian,Soy,4,4,5,Depends,0,2,3,Yes,5,"Carbon-offset badges,Streak cashback,Targeted discounts","Courier empathy rating,Voice-first ordering","Late deliveries,Confusing UI",3
38,Chennai,>100k,4,1-3/mo,240,Time constraints,Calorie-controlled,Peanuts,3,3,4,Eco-Saver,0,4,3,No,2,"Targeted discounts,Streak cashback",Larger text/UI,Late deliveries,2
40,Ahmedabad,<25k,3,1-2/wk,155,Time constraints,Vegan,None,2,3,3,Express Fresh,24,4,4,Yes,4,Targeted discounts,Courier empathy rating,"Confusing UI,High fees,Limited healthy options",3
18,Mumbai,<25k,1,1-2/wk,246,Convenience,Gluten-free,"Soy,Shellfish",4,4,5,Eco-Saver,0,3,3,Yes,1,"Targeted discounts,Surprise free items","Larger text/UI,Courier empathy rating",Late deliveries,4
35,Lucknow,<25k,6,1-3/mo,123,Health meals,None,None,3,3,4,Eco-Saver,0,2,3,Yes,2,"Surprise free items,Targeted discounts",Larger text/UI,Cold food,2
18,Chennai,<25k,3,1-2/wk,136,Time constraints,None,None,4,4,3,Express Fresh,46,3,4,Yes,4,"Surprise free items,Streak cashback,Targeted discounts",Color-blind palette,None,5
29,Delhi,>100k,3,1-3/mo,196,Time constraints,Vegan,None,3,5,4,Eco-Saver,0,3,4,No,3,Carbon-offset badges,Larger text/UI,Late deliveries,3
36,Bengaluru,25-50k,6,1-3/mo,125,Health meals,None,None,2,4,3,Express Fresh,35,3,3,Yes,3,None of these,"Larger text/UI,Voice-first ordering","Limited healthy options,Late deliveries",2
28,Mumbai,50-75k,2,1-3/mo,199,Convenience,Keto,None,2,5,2,Express Fresh,110,4,4,Yes,4,Carbon-offset badges,"Voice-first ordering,Larger text/UI","Sustainability concerns,Cold food,Late deliveries",3
32,Delhi,75-100k,3,>5/wk,199,Convenience,None,None,2,3,4,Eco-Saver,0,4,3,Yes,2,"Targeted discounts,Surprise free items",Larger text/UI,Sustainability concerns,2
29,Ahmedabad,25-50k,6,1-3/mo,217,Convenience,Calorie-controlled,None,4,4,1,Eco-Saver,0,3,3,Yes,2,"Targeted discounts,Carbon-offset badges","Courier empathy rating,Larger text/UI","Confusing UI,Sustainability concerns,High fees",5
18,Chennai,>100k,2,1-2/wk,240,Other,Vegetarian,Dairy,2,3,3,Eco-Saver,0,5,3,Yes,3,"Surprise free items,Targeted discounts",None,Sustainability concerns,3
29,Kolkata,75-100k,6,1-3/mo,194,Convenience,None,"Gluten,Peanuts",3,2,4,Express Fresh,72,4,4,Yes,2,Targeted discounts,None,"High fees,Limited healthy options,Sustainability concerns",3
36,Lucknow,50-75k,3,1-2/wk,118,Time constraints,High-protein,None,1,1,4,Eco-Saver,0,3,3,Yes,5,"Targeted discounts,Streak cashback,Carbon-offset badges","Courier empathy rating,Larger text/UI","Confusing UI,High fees",1
23,Chennai,75-100k,3,<1/mo,121,Other,Gluten-free,None,4,4,4,Express Fresh,56,4,5,Yes,2,"Targeted discounts,Streak cashback",None,"Confusing UI,Cold food,High fees",4
36,Ahmedabad,<25k,1,1-3/mo,136,Health meals,None,"Dairy,Gluten",3,3,4,Express Fresh,44,4,4,Yes,5,"Targeted discounts,Surprise free items,Carbon-offset badges",None,Cold food,4
49,Pune,>100k,3,<1/mo,270,Health meals,None,"Shellfish,Peanuts",4,5,4,Depends,0,3,4,Yes,2,"Targeted discounts,Carbon-offset badges,Surprise free items","Voice-first ordering,Larger text/UI","High fees,Limited healthy options",4
26,Jaipur,<25k,4,1-2/wk,111,Health meals,None,None,3,4,3,Express Fresh,34,4,2,Yes,5,"Streak cashback,Targeted discounts","Voice-first ordering,Color-blind palette",Sustainability concerns,3
23,Jaipur,<25k,2,1-3/mo,153,Time constraints,High-protein,None,5,5,3,Express Fresh,31,3,4,Yes,4,Carbon-offset badges,None,"Cold food,High fees",5
67,Mumbai,25-50k,3,1-3/mo,203,Other,High-protein,"Dairy,Soy",2,1,5,Express Fresh,44,4,2,Yes,4,"Surprise free items,Streak cashback,Targeted discounts","Color-blind palette,Voice-first ordering",Confusing UI,1
79,Bengaluru,50-75k,4,1-3/mo,120,Variety,None,None,4,3,4,Express Fresh,50,2,4,Yes,5,Targeted discounts,None,"Cold food,Sustainability concerns",4
46,Jaipur,75-100k,4,3-5/wk,848,Convenience,Vegetarian,"Shellfish,Peanuts",3,3,3,Eco-Saver,0,3,4,Yes,4,Carbon-offset badges,Voice-first ordering,"Limited healthy options,High fees,Confusing UI",4
18,Jaipur,75-100k,1,3-5/wk,259,Time constraints,None,None,4,4,3,Eco-Saver,0,3,4,Yes,3,Surprise free items,"Voice-first ordering,Color-blind palette","Limited healthy options,Late deliveries,High fees",5
41,Lucknow,25-50k,5,<1/mo,114,Health meals,Gluten-free,"Dairy,Gluten",1,2,4,Eco-Saver,0,5,4,Yes,4,Surprise free items,"Larger text/UI,Courier empathy rating","High fees,Confusing UI",3
41,Jaipur,25-50k,2,>5/wk,143,Time constraints,None,Soy,2,3,5,Express Fresh,71,3,4,No,1,Streak cashback,None,Sustainability concerns,2
25,Chennai,<25k,6,1-2/wk,108,Variety,None,None,4,4,5,Express Fresh,60,3,4,Yes,3,"Streak cashback,Targeted discounts",None,None,5
31,Jaipur,<25k,4,1-3/mo,97,Other,Calorie-controlled,"Peanuts,Soy",5,5,3,Depends,0,3,4,Yes,3,"Targeted discounts,Carbon-offset badges,Streak cashback",Voice-first ordering,"High fees,Late deliveries",5
27,Chennai,<25k,4,1-3/mo,198,Other,High-protein,None,5,3,5,Eco-Saver,0,3,2,Yes,2,None of these,"Courier empathy rating,Color-blind palette",None,3
27,Hyderabad,50-75k,3,1-3/mo,123,Convenience,Calorie-controlled,None,4,4,4,Eco-Saver,0,4,4,Yes,3,Surprise free items,Voice-first ordering,"Cold food,Confusing UI",5
41,Delhi,<25k,2,1-3/mo,92,Time constraints,None,None,2,3,4,Express Fresh,73,4,4,Yes,5,"Streak cashback,Carbon-offset badges","Courier empathy rating,Voice-first ordering","Cold food,High fees,Late deliveries",3
20,Ahmedabad,>100k,3,1-3/mo,210,Other,None,None,3,5,3,Depends,0,3,2,Yes,1,"Targeted discounts,Carbon-offset badges,Streak cashback",None,"Sustainability concerns,High fees",2
33,Jaipur,50-75k,1,3-5/wk,105,Convenience,Calorie-controlled,Soy,3,1,5,Eco-Saver,0,5,5,No,2,"Targeted discounts,Surprise free items,Carbon-offset badges","Larger text/UI,Color-blind palette","Limited healthy options,Late deliveries",3
35,Lucknow,25-50k,3,1-3/mo,134,Variety,Calorie-controlled,Shellfish,3,4,3,Eco-Saver,0,2,3,Yes,1,"Targeted discounts,Streak cashback,Carbon-offset badges","Larger text/UI,Courier empathy rating","High fees,Sustainability concerns",4
24,Chennai,25-50k,2,1-2/wk,151,Other,Vegetarian,None,4,3,3,Express Fresh,84,3,2,Yes,1,Carbon-offset badges,Color-blind palette,"High fees,Limited healthy options,Sustainability concerns",2
38,Bengaluru,25-50k,3,3-5/wk,99,Convenience,Vegan,None,3,4,3,Depends,0,3,4,Yes,5,"Streak cashback,Targeted discounts,Surprise free items",Larger text/UI,"Confusing UI,Late deliveries",3
18,Hyderabad,50-75k,3,1-2/wk,283,Variety,None,Dairy,3,4,4,Eco-Saver,0,3,4,Yes,3,Targeted discounts,None,Cold food,3
22,Mumbai,25-50k,2,<1/mo,142,Convenience,Vegetarian,None,3,2,3,Eco-Saver,0,2,2,Yes,3,"Carbon-offset badges,Streak cashback,Surprise free items",None,"Limited healthy options,Late deliveries,High fees",1
45,Ahmedabad,50-75k,6,1-2/wk,191,Convenience,None,None,3,4,4,Depends,0,2,4,Yes,4,"Streak cashback,Carbon-offset badges","Color-blind palette,Larger text/UI",High fees,5
38,Hyderabad,>100k,7,1-2/wk,154,Convenience,High-protein,None,4,3,5,Express Fresh,99,3,5,No,3,"Targeted discounts,Carbon-offset badges",Larger text/UI,"Sustainability concerns,High fees,Late deliveries",5
24,Kolkata,50-75k,4,3-5/wk,288,Other,Vegan,None,4,4,5,Express Fresh,83,3,3,Yes,1,"Streak cashback,Carbon-offset badges,Targeted discounts",Voice-first ordering,"Sustainability concerns,Cold food,High fees",3
20,Delhi,25-50k,2,>5/wk,156,Convenience,None,None,4,3,5,Depends,0,3,4,Yes,1,Carbon-offset badges,Voice-first ordering,"Sustainability concerns,High fees",4
42,Chennai,25-50k,3,1-2/wk,137,Time constraints,Keto,None,4,3,4,Eco-Saver,0,3,1,Yes,3,Surprise free items,None,None,4
27,Hyderabad,<25k,5,<1/mo,95,Other,Vegetarian,None,4,4,5,Eco-Saver,0,3,4,Yes,3,Streak cashback,"Voice-first ordering,Larger text/UI",Limited healthy options,4
35,Bengaluru,25-50k,3,3-5/wk,273,Time constraints,None,None,3,3,3,Depends,0,4,5,Yes,2,"Streak cashback,Targeted discounts,Carbon-offset badges",Voice-first ordering,"Cold food,Late deliveries,Confusing UI",3
48,Pune,25-50k,3,1-3/mo,121,Time constraints,None,None,3,3,2,Eco-Saver,0,4,3,Yes,5,Targeted discounts,Larger text/UI,"Cold food,Sustainability concerns",1
26,Pune,<25k,2,1-2/wk,87,Variety,Vegan,None,3,3,4,Express Fresh,8,4,2,Yes,2,Carbon-offset badges,Color-blind palette,"Sustainability concerns,Late deliveries,High fees",2
31,Delhi,50-75k,6,1-3/mo,97,Time constraints,Gluten-free,"Peanuts,Shellfish",3,3,2,Eco-Saver,0,4,5,Yes,3,None of these,"Voice-first ordering,Courier empathy rating","Sustainability concerns,Limited healthy options",2
21,Lucknow,75-100k,1,>5/wk,183,Convenience,High-protein,None,3,4,1,Depends,0,3,3,Yes,4,"Streak cashback,Targeted discounts,Carbon-offset badges","Voice-first ordering,Courier empathy rating",Limited healthy options,3
48,Mumbai,75-100k,4,<1/mo,324,Convenience,None,"Peanuts,Dairy",3,5,3,Express Fresh,74,2,4,No,2,"Carbon-offset badges,Surprise free items",None,Limited healthy options,5
24,Hyderabad,>100k,3,3-5/wk,371,Convenience,Vegetarian,None,4,4,3,Depends,0,2,4,Yes,3,"Carbon-offset badges,Targeted discounts",Courier empathy rating,None,5
31,Kolkata,<25k,3,<1/mo,159,Convenience,Vegan,None,5,4,3,Express Fresh,54,3,4,Yes,3,None of these,Courier empathy rating,Cold food,4
44,Kolkata,<25k,2,1-3/mo,175,Time constraints,High-protein,"Gluten,Dairy",3,4,5,Eco-Saver,0,2,2,Yes,3,None of these,"Larger text/UI,Courier empathy rating",High fees,2
39,Delhi,75-100k,3,1-2/wk,134,Variety,High-protein,None,4,3,3,Depends,0,4,4,Yes,4,"Carbon-offset badges,Targeted discounts,Surprise free items",None,Confusing UI,4
18,Jaipur,<25k,2,1-3/mo,112,Time constraints,High-protein,"Shellfish,Dairy",2,3,4,Express Fresh,39,5,2,No,3,"Surprise free items,Streak cashback,Carbon-offset badges",Courier empathy rating,Late deliveries,1
33,Chennai,>100k,3,>5/wk,180,Variety,None,None,1,5,4,Eco-Saver,0,5,3,Yes,2,Targeted discounts,"Color-blind palette,Larger text/UI","Cold food,Limited healthy options,Sustainability concerns",3
23,Hyderabad,25-50k,4,1-2/wk,148,Time constraints,Keto,Shellfish,2,4,5,Eco-Saver,0,3,3,No,4,Streak cashback,Voice-first ordering,"Limited healthy options,High fees",4
33,Pune,50-75k,2,<1/mo,195,Health meals,None,None,5,3,2,Depends,0,3,5,Yes,2,"Carbon-offset badges,Surprise free items",Courier empathy rating,High fees,3
26,Chennai,<25k,1,1-2/wk,127,Variety,Vegetarian,None,4,3,5,Eco-Saver,0,4,5,No,3,Surprise free items,Courier empathy rating,High fees,4
30,Hyderabad,50-75k,5,<1/mo,90,Variety,None,Dairy,3,3,4,Express Fresh,79,4,5,Yes,3,Targeted discounts,None,"High fees,Confusing UI",3
29,Jaipur,25-50k,2,1-3/mo,249,Variety,None,None,5,5,3,Eco-Saver,0,4,3,Yes,4,"Streak cashback,Targeted discounts",Color-blind palette,"Late deliveries,Limited healthy options,High fees",3
18,Chennai,75-100k,2,3-5/wk,155,Health meals,None,"Shellfish,Dairy",1,5,4,Depends,0,4,4,Yes,4,Streak cashback,"Voice-first ordering,Courier empathy rating",Sustainability concerns,5
26,Pune,50-75k,3,<1/mo,460,Variety,Gluten-free,None,3,2,4,Eco-Saver,0,4,3,Yes,4,"Streak cashback,Carbon-offset badges,Targeted discounts",Larger text/UI,"Confusing UI,Limited healthy options,High fees",3
30,Chennai,<25k,1,1-2/wk,117,Variety,Vegan,Dairy,2,4,4,Express Fresh,69,2,5,No,3,"Streak cashback,Targeted discounts,Carbon-offset badges",Color-blind palette,Confusing UI,3
28,Delhi,>100k,2,1-3/mo,182,Other,Gluten-free,"Peanuts,Gluten",4,4,5,Express Fresh,117,4,3,Yes,2,"Streak cashback,Surprise free items","Larger text/UI,Courier empathy rating",Confusing UI,3
48,Jaipur,25-50k,3,3-5/wk,174,Time constraints,High-protein,None,3,4,3,Express Fresh,46,2,5,Yes,4,Surprise free items,Larger text/UI,Limited healthy options,3
24,Jaipur,75-100k,4,1-2/wk,133,Other,Vegetarian,Peanuts,3,3,5,Eco-Saver,0,3,3,Yes,3,Targeted discounts,"Voice-first ordering,Courier empathy rating",None,3
22,Hyderabad,50-75k,1,1-3/mo,122,Health meals,Keto,"Shellfish,Dairy",4,4,3,Eco-Saver,0,3,3,Yes,3,"Targeted discounts,Surprise free items",None,Limited healthy options,5
39,Pune,50-75k,7,3-5/wk,291,Convenience,Vegetarian,None,3,3,3,Express Fresh,51,4,5,No,4,Targeted discounts,"Color-blind palette,Courier empathy rating","Cold food,Sustainability concerns,High fees",3
40,Kolkata,25-50k,2,<1/mo,112,Time constraints,Vegetarian,None,4,3,4,Express Fresh,51,3,3,Yes,3,"Streak cashback,Carbon-offset badges",Voice-first ordering,"Late deliveries,Cold food",3
